Timestamp,1.  País,2.  Gènere,3.  Curs/Any d'estudi,4. Fins a quin punt et consideres expert en Intel·ligència Artificial?,"2.1Amb quina freqüència utilitzeu actualment eines d'IA generativa (per exemple, ChatGPT, Claude, Gemini, Midjourney)?",2.2 Quines són les tasques principals per a les quals utilitzes la IA? (Selecciona fins a 3),"2.2.1  Quan generes text o contingut utilitzant IA, com gestiones normalment el resultat?",2.2.2 Com avalues normalment la qualitat dels resultats generats per IA en comparació amb el que podries haver fet pel teu compte?,"2.2.3 En general, com afecta l'ús de la IA el temps i l'esforç necessaris per a les teves tasques?","2.2.4 Quant de temps i esforç dediqueu habitualment a interactuar amb la IA (per exemple, reescriure prompts, demanar ajustos) per obtenir un resultat satisfactori?",2.3 Quina confiança tens en la teva capacitat per distingir un text o imatge creat per una persona d'un generat per IA?,"2.3.1 Quan una eina d'IA et proporciona nova informació històrica, científica o factual, què fas habitualment?","2.3.2 Has vist mai una eina d'IA que inventa completament una font, fet o nom que sona extremadament convincent però que en realitat és fals?","2.3.3 Has notat mai que les imatges o textos generats per IA tendeixen a reflectir estereotips culturals o de gènere (per exemple, retratar metges principalment com a homes i infermeres com a dones)?","2.4 Quan penses en la integració de la IA a l'escola i l'educació, quins dels següents sentiments predominen? (Selecciona fins a 3)
",DS1.1 Quan es llança una nova tecnologia digital:,DS1.2 Amb quina freqüència utilitzeu eines d'IA generativa específicament per a tasques relacionades amb l'escola o la feina?,DS1.3 Veus la IA principalment com:,DS1.5 Els meus professors proporcionen directrius clares i suport sobre com utilitzar la IA en el meu camí educatiu. ,"DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Les eines d'IA realment ""entenen"" el significat del text que generen.]","DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [La informació proporcionada per la IA és generalment neutral, objectiva i imparcial.]",DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Crec que la IA és inherentment més intel·ligent i capaç que els éssers humans.],DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Normalment confio en l'exactitud factual de les respostes generades per IA sense sentir la necessitat de comprovar altres fonts.],DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [Entenc perfectament com un assistent GenAI genera les seves respostes.],DS2 Indica il tuo livello di accordo con le seguenti affermazioni riguardanti il funzionamento dell’Intelligenza Artificiale. [La manera com demano alguna cosa a la IA no afecta la qualitat del resultat produït.],DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Els professors m'acusen injustament d'utilitzar IA per als meus treballs encara que no sigui així.],DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Fer servir IA per fer els deures em farà perdre la capacitat de pensar críticament i aprendre de manera independent. ],"DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [La dificultat de distingir entre contingut creat per humans i generat per IA (per exemple, notícies falses, deepfakes).]","DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [Les eines d'IA  podrien reforçar els biaixos socials i la discriminació existents (per exemple, gènere, raça, estereotips culturals).]",DS3 Quanto sei preoccupato/a per le seguenti potenziali conseguenze dell’utilizzo dell’IA nell’istruzione? [L'accés desigual a eines d'IA premium (de pagament) crearà avantatges injustos entre els estudiants.],DS3.8 Em preocupa que dependre de la IA per produir feina d'alta qualitat em faci sentir menys capaç o intel·ligent quan he de fer tasques similars pel meu compte.,"DS4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Espero que la IA acceleri significativament les meves tasques diàries d'estudi/feina, fent-me més eficient.]","DS4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Crec que la IA pot adaptar perfectament els materials d'aprenentatge per adaptar-los al ritme i l'estil d'aprenentatge de cada alumne.]","DS4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Espero que la IA faci que l'aprenentatge sigui més accessible i inclusiu per a estudiants amb necessitats cognitives diverses o barreres lingüístiques.]","DS4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Veig la IA com un tutor sense judicis que està disponible les 24 hores del dia per respondre les meves preguntes sense fer-me sentir inadequat.]","DS4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Espero que la IA em doni millor orientació per a les meves futures eleccions universitàries o professionals que l'orientació escolar tradicional.]"
,,,,,,"Traduir textos o aprendre una llengua, Ajudar amb els deures / Planificació de classes, Per consultar problemes reals, ajudar amb rutines diaries/GYM...",,,,,,,,,"Emoció, Ansietat, Curiositat, Esperança, Escepticisme, Entusiasme, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes",,,,,,,,,"Curiositat, Escepticisme, Entusiasme",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes",,,,,,,,,Pq hauria de produirme un sentiment,,,,,,,,,,,,,,,,,,,,,
,,,,,,Coses personals,,,,,,,,,"Emoció, Esperança, Entusiasme",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Escriptura/redacció de textos (correus electrònics, assaigs, informes)",,,,,,,,,"Curiositat, Escepticisme, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Escriptura/redacció de textos (correus electrònics, assaigs, informes)",,,,,,,,,"Emoció, Esperança, Escepticisme",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Resum de documents o articles llargs, Resolució de problemes de matemàtiques/lògica o programació, Generació d'imatges o presentacions",,,,,,,,,"Emoció, Por",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua",,,,,,,,,"Emoció, Esperança, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",,,,,,,,,"Curiositat, Escepticisme",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Generació d'imatges o presentacions",,,,,,,,,Sospita,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Generació d'imatges o presentacions",,,,,,,,,"Curiositat, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",,,,,,,,,Entusiasme,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Generació d'imatges o presentacions",,,,,,,,,"Emoció, Esperança",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Generació d'imatges o presentacions",,,,,,,,,"Por, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Resum de documents o articles llargs, Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",,,,,,,,,"Emoció, Ansietat, Escepticisme",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",,,,,,,,,"Emoció, Ansietat, Esperança",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",,,,,,,,,"Emoció, Curiositat, ",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Resolució de problemes de matemàtiques/lògica o programació, Generació d'imatges o presentacions",,,,,,,,,"Emoció, Curiositat, Entusiasme, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs",,,,,,,,,"Emoció, Ansietat, Curiositat, ",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes, ",,,,,,,,,Esperança de que s'utilitzi correctament.,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes",,,,,,,,,amb esperança de que s’utilitzi bé.,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes)",,,,,,,,,"Esperança, Entusiasme",,,,,,,,,,,,,,,,,,,,,
,,,,,,diverció,,,,,,,,,"Curiositat, Esperança, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Ajudar amb els deures / Planificació de classes",,,,,,,,,"Esperança, Escepticisme, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes",,,,,,,,,Escepticisme,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes",,,,,,,,,"Emoció, Curiositat, Escepticisme",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions, Ajuda amb planificar una dieta",,,,,,,,,"Emoció, Por, Esperança",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes",,,,,,,,,"Curiositat, Esperança, Escepticisme, Entusiasme, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes",,,,,,,,,"Emoció, Curiositat, Por",,,,,,,,,,,,,,,,,,,,,
,,,,,,Recopilar informació,,,,,,,,,"Emoció, Ansietat, Por",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes",,,,,,,,,"Ansietat, Esperança, Sospita",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Resolució de problemes de matemàtiques/lògica o programació, Generació d'imatges o presentacions",,,,,,,,,"Ansietat, Por, Esperança, Entusiasme",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Traduir textos o aprendre una llengua, Resum de documents o articles llargs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Resolució de problemes de matemàtiques/lògica o programació",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Buscar informacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Fer pluja d'idees i trobar inspiració, Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
