Timestamp,1. País,2. Gènere ,3. Grup d'edat,4. Anys d'experiència docent,5. Matèria Principal Impartida,6. Fins a quin punt et consideres expert en Intel·ligència Artificial?,"2.1 Amb quina freqüència utilitzeu actualment eines d'IA generativa (per exemple, ChatGPT, Claude, Gemini, Midjourney)?",2.2 Quines són les tasques principals per a les quals utilitzes la IA? (Selecciona fins a 3),"2.2.1 Quan generes text o contingut utilitzant IA, com gestiones normalment el resultat?",2.2.2 Com avalues normalment la qualitat dels resultats generats per IA en comparació amb el que podries haver fet pel teu compte?,"2.2.3 En general, com afecta l'ús de la IA el temps i l'esforç necessaris per a les teves tasques?","2.2.4 Quant de temps i esforç dediqueu habitualment a interactuar amb la IA (per exemple, reescriure prompts, demanar ajustos) per obtenir un resultat satisfactori?",2.3 Quina confiança tens en la teva capacitat per distingir un text o imatge creat per una persona d'un generat per IA?,"2.3.1 Quan una eina d'IA et proporciona nova informació històrica, científica o factual, què fas habitualment?","2.3.2 Has vist mai una eina d'IA que inventa completament una font, fet o nom que sona extremadament convincent però que en realitat és fals?","2.3.3 Has notat mai que les imatges o textos generats per IA tendeixen a reflectir estereotips culturals o de gènere (per exemple, retratar metges principalment com a homes i infermeres com a dones)?","2.4 Quan penses en la integració de la IA a l'escola i l'educació, quins dels següents sentiments predominen? (Selecciona fins a 3)",DT1.1 Quan es llança una nova tecnologia digital:,DT1.2 Amb quina freqüència utilitzeu eines d'IA generativa específicament per a tasques relacionades amb l'escola o la feina?,DT1.3 Veus la IA principalment com:,"DT1.4 Crec que tinc les estratègies pedagògiques adequades per integrar la IA a les meves classes d'una manera que realment millori l'aprenentatge, en lloc de només actuar com una drecera",DT1.5 La meva escola ofereix directrius clares i suport sobre com utilitzar la IA a l'aula.,"DT2 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions sobre com funciona la Intel·ligència Artificial. [Les eines d'IA realment ""entenen"" el significat del text que generen. ]","DT2 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions sobre com funciona la Intel·ligència Artificial. [La informació proporcionada per la IA és generalment neutral, objectiva i imparcial.]","DT2 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions sobre com funciona la Intel·ligència Artificial. [Crec que la IA és inherentment més intel·ligent i capaç que els éssers humans.]","DT2 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions sobre com funciona la Intel·ligència Artificial. [Normalment confio en l'exactitud factual de les respostes generades per IA sense sentir la necessitat de comprovar altres fonts.]","DT2 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions sobre com funciona la Intel·ligència Artificial. [Entenc perfectament com un assistent GenAI genera les seves respostes.]","DT2 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions sobre com funciona la Intel·ligència Artificial. [La manera com demano alguna cosa a la IA no afecta la qualitat del resultat produït]",DT3 Quina preocupació tens per les possibles conseqüències de l'ús de la IA en l'educació? [L'ús generalitzat de la IA fa impossible avaluar amb precisió l'aprenentatge real i les capacitats dels estudiants.],"DT3 Quina preocupació tens per les possibles conseqüències de l'ús de la IA en l'educació? [Confiar en la IA reduirà les habilitats de pensament crític, creativitat i resolució de problemes dels estudiants.]","DT3 Quina preocupació tens per les possibles conseqüències de l'ús de la IA en l'educació? [La dificultat de distingir entre contingut creat per humans i generat per IA (per exemple, notícies falses, deepfakes).]","DT3 Quina preocupació tens per les possibles conseqüències de l'ús de la IA en l'educació? [Com les plataformes d'IA recullen, utilitzen i emmagatzemen les dades personals i les entrades dels meus estudiants.]","DT3 Quina preocupació tens per les possibles conseqüències de l'ús de la IA en l'educació? [Les eines d'IA podrien reforçar els biaixos socials i la discriminació existents (per exemple, gènere, raça, estereotips culturals).]",DT3 Quina preocupació tens per les possibles conseqüències de l'ús de la IA en l'educació? [L'accés desigual a eines d'IA premium (de pagament) crearà avantatges injustos entre els estudiants.],DT3.7 La pressió constant d'aprenentatge per estar al dia amb les noves eines digitals i d'IA em genera estrès i ansietat.,DT3.8 Em preocupa que dependre de la IA per produir feina d'alta qualitat em faci sentir menys capaç o intel·ligent quan he de fer tasques similars pel meu compte.,"DT4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Espero que la IA acceleri significativament les meves tasques diàries d'estudi i feina, fent-me més eficient.]","DT4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Crec que la IA pot adaptar perfectament els materials d'aprenentatge per adaptar-los al ritme i estil individual de cada alumne.]","DT4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Espero que la IA faci que l'aprenentatge sigui més accessible i inclusiu per a estudiants amb necessitats cognitives diverses o barreres lingüístiques.]","DT4 Si us plau, indiqui el vostre grau d'acord amb les següents afirmacions respecte a les vostres expectatives per a la Intel·ligència Artificial.  [Espero que la IA s'encarregui de les tasques administratives i de correcció, alliberant el meu temps per centrar-me més en la interacció humana i el mentoratge.]"
31/03/2026 16:40:29,Espanya,Femení,51-60,16-25 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Unes quantes vegades a la setmana,"Traduir textos o aprendre una llengua, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",L'utilitzo com a esborrany o inspiració i el reescric molt.,"El meu treball original hauria estat millor, però la IA era més ràpida.",És un gran estalvi de temps.,Un temps moderat (demano alguns ajustos o refinaments).,No estic gaire segur,"Faig una cerca ràpida (per exemple, Google, Viquipèdia) per verificar-ho.",No sabia que la IA podia fer això.,Mai no havia prestat atenció a aquest aspecte.,Curiositat,Esperes fins que es faci mainstream i la majoria de gent l'utilitzi.,Unes quantes vegades a la setmana,Una drecera (per fer la feina pesada o fer les meves tasques per mi).,No estic d'acord,No estic d'acord,En desacord,En desacord,En desacord,En desacord,Totalment en desacord,Totalment en desacord,Moderadament preocupat,Moderadament preocupat,Extremadament preocupat,Extremadament preocupat,Moderadament preocupat,Moderadament preocupat,No estic d'acord,No estic d'acord,D'acord,D'acord,D'acord,D'acord
06/04/2026 20:07:44,Espanya,Home,51-60,16-25 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Unes quantes vegades a la setmana,"Resum de documents o articles llargs, Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,La IA va obtenir un resultat molt millor del que jo podria tenir.,"Enriqueix la meva obra (em dona idees que no hauria tingut), però em porta aproximadament el mateix temps.","Una quantitat significativa de temps (mantinc converses llargues, anant i venint fins que el resultat és perfecte).",Una mica segur de si mateix,"Faig una cerca ràpida (per exemple, Google, Viquipèdia) per verificar-ho.","Sí, de tant en tant.","Sí, de tant en tant.","Esperança, Escepticisme, Sospita",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Unes quantes vegades a la setmana,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,D'acord,No estic d'acord,En desacord,D'acord,En desacord,En desacord,D'acord,En desacord,Lleugerament preocupat,Molt preocupat,Extremadament preocupat,Extremadament preocupat,Lleugerament preocupat,Extremadament preocupat,D'acord,No estic d'acord,En desacord,D'acord,D'acord,En desacord
07/04/2026 09:40:43,Espanya,Home,Menors de 30 anys,0-5 anys,Formació professional,"4 - Avançat: Utilitzo regularment eines d'IA per a diverses tasques i tinc un bon coneixement de les seves capacitats, límits i possibles biaixos.",Unes quantes vegades a la setmana,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes)",L'utilitzo com a esborrany o inspiració i el reescric molt.,La IA i jo hauríem produït un resultat similar.,És un gran estalvi de temps.,Un temps moderat (demano alguns ajustos o refinaments).,Molt segur de mi mateix,Comprovo sistemàticament les fonts primàries i autoritàries per confirmar les dades.,"Sí, de tant en tant.","Sí, de tant en tant.","Curiositat, Esperança, Sospita",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Unes quantes vegades a la setmana,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,D'acord,D'acord,Totalment en desacord,D'acord,Totalment en desacord,Totalment en desacord,En desacord,Totalment en desacord,Lleugerament preocupat,Gens preocupat,Lleugerament preocupat,Lleugerament preocupat,Lleugerament preocupat,Gens preocupat,No hi estic gens d'acord,No hi estic gens d'acord,Totalment d'acord,D'acord,Totalment d'acord,Totalment d'acord
07/04/2026 10:18:56,Espanya,Home,30-40,0-5 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Diari,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,"La sortida de la IA era dolenta/incorrecta, i vaig haver de repetir la major part.","Enriqueix la meva obra (em dona idees que no hauria tingut), però em porta aproximadament el mateix temps.","Una quantitat significativa de temps (mantinc converses llargues, anant i venint fins que el resultat és perfecte).",No estic gaire segur,Jo hi confio completament i l'utilitzo tal com està.,"Sí, sovint.","No, mai.","Curiositat, Escepticisme, Sospita",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Diari,Un motor de cerca intel·ligent (per trobar informació ràpidament i amb precisió).,No estic d'acord,No estic d'acord,Totalment en desacord,En desacord,Totalment en desacord,D'acord,D'acord,Totalment en desacord,Molt preocupat,Molt preocupat,Molt preocupat,Gens preocupat,Lleugerament preocupat,Gens preocupat,No estic d'acord,No hi estic gens d'acord,D'acord,En desacord,D'acord,Totalment d'acord
07/04/2026 10:28:04,Espanya,Femení,41-50,16-25 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Unes quantes vegades al mes,"Traduir textos o aprendre una llengua, Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes)",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,La IA va obtenir un resultat molt millor del que jo podria tenir.,"Enriqueix la meva obra (em dona idees que no hauria tingut), però em porta aproximadament el mateix temps.",Un temps moderat (demano alguns ajustos o refinaments).,No estic gaire segur,Comprovo sistemàticament les fonts primàries i autoritàries per confirmar les dades.,No sabia que la IA podia fer això.,"Sí, de tant en tant.","Curiositat, Por, Escepticisme",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Unes quantes vegades al mes,Un motor de cerca intel·ligent (per trobar informació ràpidament i amb precisió).,No estic d'acord,No estic d'acord,D'acord,D'acord,En desacord,En desacord,En desacord,En desacord,Molt preocupat,Molt preocupat,Molt preocupat,Molt preocupat,Moderadament preocupat,Moderadament preocupat,No estic d'acord,No estic d'acord,D'acord,D'acord,D'acord,D'acord
07/04/2026 10:29:00,Espanya,Femení,Menors de 30 anys,0-5 anys,Formació professional,"5 - Expert: Tinc un coneixement profund de com funciona la IA, l'utilitzo àmpliament i podria ensenyar còmodament als altres com fer-ho de manera responsable.",Diari,"Fer pluja d'idees i trobar inspiració, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Generació d'imatges o presentacions",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,La IA va obtenir un resultat molt millor del que jo podria tenir.,És un gran estalvi de temps.,"Una quantitat significativa de temps (mantinc converses llargues, anant i venint fins que el resultat és perfecte).",Molt segur de mi mateix,Li pregunto a la IA si està segura de la resposta.,"Sí, sovint.","Sí, de tant en tant.","Por, Sospita",Ets un dels primers a provar-ho.,Diari,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,Totalment d'acord,D'acord,D'acord,D'acord,En desacord,Totalment d'acord,Totalment d'acord,Totalment d'acord,Gens preocupat,Extremadament preocupat,Molt preocupat,Gens preocupat,Lleugerament preocupat,Gens preocupat,D'acord,No estic d'acord,Totalment d'acord,Totalment d'acord,Totalment d'acord,Totalment d'acord
07/04/2026 10:30:09,Espanya,Home,30-40,6-15 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Unes quantes vegades al mes,"Fer pluja d'idees i trobar inspiració, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,"El meu treball original hauria estat millor, però la IA era més ràpida.",És un gran estalvi de temps.,Un temps moderat (demano alguns ajustos o refinaments).,Una mica segur de si mateix,"Faig una cerca ràpida (per exemple, Google, Viquipèdia) per verificar-ho.","Sí, de tant en tant.","No, mai.","Curiositat, Escepticisme, Sospita",Només l'utilitzes si és estrictament necessari per a l'escola o la feina.,Unes quantes vegades al mes,Una drecera (per fer la feina pesada o fer les meves tasques per mi).,No estic d'acord,No estic d'acord,Totalment en desacord,En desacord,En desacord,En desacord,D'acord,Totalment en desacord,Moderadament preocupat,Extremadament preocupat,Moderadament preocupat,Moderadament preocupat,Lleugerament preocupat,Moderadament preocupat,No estic d'acord,No estic d'acord,D'acord,En desacord,En desacord,D'acord
07/04/2026 10:59:18,Espanya,Femení,41-50,16-25 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Unes quantes vegades a la setmana,"Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Generació d'imatges o presentacions",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,"El meu treball original hauria estat millor, però la IA era més ràpida.",És un gran estalvi de temps.,"Una quantitat significativa de temps (mantinc converses llargues, anant i venint fins que el resultat és perfecte).",Una mica segur de si mateix,"Faig una cerca ràpida (per exemple, Google, Viquipèdia) per verificar-ho.","Sí, de tant en tant.","Sí, de tant en tant.",Por,Esperes fins que es faci mainstream i la majoria de gent l'utilitzi.,Unes quantes vegades a la setmana,Un motor de cerca intel·ligent (per trobar informació ràpidament i amb precisió).,D'acord,No estic d'acord,En desacord,D'acord,Totalment en desacord,En desacord,D'acord,En desacord,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,Molt preocupat,Molt preocupat,No estic d'acord,No estic d'acord,D'acord,En desacord,D'acord,D'acord
07/04/2026 10:59:39,Espanya,Femení,41-50,6-15 anys,Formació professional,"5 - Expert: Tinc un coneixement profund de com funciona la IA, l'utilitzo àmpliament i podria ensenyar còmodament als altres com fer-ho de manera responsable.",Unes quantes vegades a la setmana,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Generació d'imatges o presentacions","El llegeixo per comprovar errors greus, però el mantinc gairebé intacte.","El meu treball original hauria estat millor, però la IA era més ràpida.",És un gran estalvi de temps.,Un temps moderat (demano alguns ajustos o refinaments).,Una mica segur de si mateix,Li pregunto a la IA si està segura de la resposta.,"Sí, de tant en tant.","Sí, de tant en tant.","Curiositat, Escepticisme, Sospita",Ets un dels primers a provar-ho.,Unes quantes vegades a la setmana,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,D'acord,D'acord,En desacord,En desacord,En desacord,D'acord,D'acord,D'acord,Lleugerament preocupat,Lleugerament preocupat,Lleugerament preocupat,Lleugerament preocupat,Lleugerament preocupat,Lleugerament preocupat,D'acord,D'acord,D'acord,En desacord,En desacord,En desacord
07/04/2026 11:09:09,Espanya,Femení,51-60,6-15 anys,"STEM (Matemàtiques, Ciències, Informàtica)","2 - Novell: Conec els conceptes bàsics i he vist eines d'IA, però rarament o mai les faig servir.",Unes quantes vegades al mes,"Resum de documents o articles llargs, Resolució de problemes de matemàtiques/lògica o programació",L'utilitzo com a esborrany o inspiració i el reescric molt.,"El meu treball original hauria estat millor, però la IA era més ràpida.",No té cap impacte significatiu en el meu temps ni esforç.,Molt poc temps (normalment accepto la primera resposta que dóna).,No estic gaire segur,Li pregunto a la IA si està segura de la resposta.,"No, mai.","No, mai.",Escepticisme,Esperes fins que es faci mainstream i la majoria de gent l'utilitzi.,Unes quantes vegades al mes,Una drecera (per fer la feina pesada o fer les meves tasques per mi).,D'acord,D'acord,D'acord,D'acord,En desacord,D'acord,D'acord,D'acord,Moderadament preocupat,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,Moderadament preocupat,Lleugerament preocupat,Totalment d'acord,D'acord,D'acord,En desacord,D'acord,D'acord
07/04/2026 11:09:34,Espanya,Femení,41-50,0-5 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Diari,"Fer pluja d'idees i trobar inspiració, Escriptura/redacció de textos (correus electrònics, assaigs, informes)",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,La IA i jo hauríem produït un resultat similar.,"Enriqueix la meva obra (em dona idees que no hauria tingut), però em porta aproximadament el mateix temps.",Un temps moderat (demano alguns ajustos o refinaments).,Una mica segur de si mateix,Comprovo sistemàticament les fonts primàries i autoritàries per confirmar les dades.,"Sí, de tant en tant.","Sí, sovint.","Emoció, Curiositat, Esperança",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Diari,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,D'acord,D'acord,En desacord,En desacord,En desacord,En desacord,En desacord,En desacord,Lleugerament preocupat,Moderadament preocupat,Moderadament preocupat,Moderadament preocupat,Moderadament preocupat,Moderadament preocupat,No estic d'acord,No estic d'acord,D'acord,D'acord,D'acord,D'acord
07/04/2026 12:02:28,Espanya,Femení,30-40,6-15 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Rarament,Elaborar rúbriques,L'utilitzo com a esborrany o inspiració i el reescric molt.,"El meu treball original hauria estat millor, però la IA era més ràpida.",És un gran estalvi de temps.,Un temps moderat (demano alguns ajustos o refinaments).,No estic gaire segur,"Faig una cerca ràpida (per exemple, Google, Viquipèdia) per verificar-ho.","Sí, sovint.","Sí, de tant en tant.",Por,Esperes fins que es faci mainstream i la majoria de gent l'utilitzi.,Rarament,Una drecera (per fer la feina pesada o fer les meves tasques per mi).,D'acord,No estic d'acord,Totalment en desacord,En desacord,Totalment en desacord,Totalment en desacord,En desacord,Totalment en desacord,Molt preocupat,Molt preocupat,Extremadament preocupat,Extremadament preocupat,Molt preocupat,Extremadament preocupat,D'acord,No estic d'acord,D'acord,D'acord,Totalment d'acord,Totalment d'acord
07/04/2026 17:43:05,Espanya,Home,41-50,0-5 anys,Formació professional,"5 - Expert: Tinc un coneixement profund de com funciona la IA, l'utilitzo àmpliament i podria ensenyar còmodament als altres com fer-ho de manera responsable.",Diari,"Resum de documents o articles llargs, Generació d'imatges o presentacions, actes de reunió, anàlisi de tasques",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,La IA va obtenir un resultat molt millor del que jo podria tenir.,És un gran estalvi de temps.,"Una quantitat significativa de temps (mantinc converses llargues, anant i venint fins que el resultat és perfecte).",Molt segur de mi mateix,Comprovo sistemàticament les fonts primàries i autoritàries per confirmar les dades.,"Sí, sovint.","Sí, sovint.","Curiositat, Por, curiositat: Com ensenyar a aplicar sentit comú per interpretar el resultat",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Diari,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,D'acord,No estic d'acord,D'acord,Totalment en desacord,Totalment en desacord,Totalment en desacord,Totalment d'acord,Totalment en desacord,Molt preocupat,Extremadament preocupat,Molt preocupat,Lleugerament preocupat,Lleugerament preocupat,Lleugerament preocupat,No estic d'acord,No hi estic gens d'acord,Totalment d'acord,D'acord,D'acord,Totalment d'acord
07/04/2026 19:36:24,CATALUNYA,Femení,41-50,6-15 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Unes quantes vegades a la setmana,"Resum de documents o articles llargs, Escriptura/redacció de textos (correus electrònics, assaigs, informes), Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions, EXÀMENS",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,La IA i jo hauríem produït un resultat similar.,"Enriqueix la meva obra (em dona idees que no hauria tingut), però em porta aproximadament el mateix temps.",Molt poc temps (normalment accepto la primera resposta que dóna).,No estic gaire segur,Jo hi confio completament i l'utilitzo tal com està.,No sabia que la IA podia fer això.,"Sí, de tant en tant.","Curiositat, Esperança, Entusiasme",Esperes fins que es faci mainstream i la majoria de gent l'utilitzi.,Unes quantes vegades a la setmana,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,Totalment d'acord,No hi estic gens d'acord,D'acord,D'acord,D'acord,D'acord,D'acord,En desacord,Molt preocupat,Extremadament preocupat,Extremadament preocupat,Molt preocupat,Molt preocupat,Extremadament preocupat,No hi estic gens d'acord,No estic d'acord,D'acord,D'acord,D'acord,D'acord
07/04/2026 19:41:35,Espanya,Femení,41-50,6-15 anys,Formació professional,3 - Intermedi: Utilitzo algunes eines d'IA de tant en tant per a tasques senzilles i entenc les seves funcions bàsiques.,Unes quantes vegades a la setmana,"Escriptura/redacció de textos (correus electrònics, assaigs, informes), Generació d'imatges o presentacions, per plantejar noves activitats a l'aula per treballar els continguts.",Reviso la sortida generada per IA per identificar possibles errors i refinar el text segons calgui.,"El meu treball original hauria estat millor, però la IA era més ràpida.","Enriqueix la meva obra (em dona idees que no hauria tingut), però em porta aproximadament el mateix temps.",Un temps moderat (demano alguns ajustos o refinaments).,No estic gaire segur,Comprovo sistemàticament les fonts primàries i autoritàries per confirmar les dades.,"No, mai.","Sí, de tant en tant.","Curiositat, Por, Desconfiança",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Unes quantes vegades a la setmana,Una drecera (per fer la feina pesada o fer les meves tasques per mi).,No estic d'acord,No estic d'acord,En desacord,En desacord,D'acord,En desacord,En desacord,En desacord,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,D'acord,No estic d'acord,D'acord,D'acord,D'acord,En desacord
07/04/2026 20:00:30,Espanya,Femení,30-40,0-5 anys,Formació professional,"4 - Avançat: Utilitzo regularment eines d'IA per a diverses tasques i tinc un bon coneixement de les seves capacitats, límits i possibles biaixos.",Unes quantes vegades a la setmana,"Fer pluja d'idees i trobar inspiració, Traduir textos o aprendre una llengua, Resolució de problemes de matemàtiques/lògica o programació, Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions",L'utilitzo com a esborrany o inspiració i el reescric molt.,"La sortida de la IA era dolenta/incorrecta, i vaig haver de repetir la major part.","Enriqueix la meva obra (em dona idees que no hauria tingut), però em porta aproximadament el mateix temps.","Una quantitat significativa de temps (mantinc converses llargues, anant i venint fins que el resultat és perfecte).",Una mica segur de si mateix,"Faig una cerca ràpida (per exemple, Google, Viquipèdia) per verificar-ho.","Sí, de tant en tant.",Mai no havia prestat atenció a aquest aspecte.,"Curiositat, Por, Sospita",Ho proves després d'escoltar coses bones d'amics o companys de feina.,Unes quantes vegades a la setmana,Un assistent/col·laborador creatiu (per fer pluja d'idees i co-crear).,D'acord,D'acord,En desacord,D'acord,En desacord,En desacord,D'acord,En desacord,Moderadament preocupat,Extremadament preocupat,Extremadament preocupat,Extremadament preocupat,Molt preocupat,Molt preocupat,No estic d'acord,D'acord,Totalment d'acord,D'acord,Totalment d'acord,Totalment d'acord
08/04/2026 10:01:19,Espanya,Femení,51-60,6-15 anys,sanitat,"4 - Avançat: Utilitzo regularment eines d'IA per a diverses tasques i tinc un bon coneixement de les seves capacitats, límits i possibles biaixos.",Diari,"Fer pluja d'idees i trobar inspiració, Resum de documents o articles llargs, Ajudar amb els deures / Planificació de classes, Generació d'imatges o presentacions","El llegeixo per comprovar errors greus, però el mantinc gairebé intacte.",La IA va obtenir un resultat molt millor del que jo podria tenir.,És un gran estalvi de temps.,"Una quantitat significativa de temps (mantinc converses llargues, anant i venint fins que el resultat és perfecte).",Una mica segur de si mateix,Li pregunto a la IA si està segura de la resposta.,"Sí, de tant en tant.","No, mai.",Esperança,Ho proves després d'escoltar coses bones d'amics o companys de feina.,Diari,Un tutor/mentor personal (per explicar conceptes i ajudar-me a aprendre).,D'acord,Totalment d'acord,D'acord,D'acord,D'acord,D'acord,D'acord,D'acord,Moderadament preocupat,Moderadament preocupat,Moderadament preocupat,Moderadament preocupat,Moderadament preocupat,Moderadament preocupat,No hi estic gens d'acord,No estic d'acord,Totalment d'acord,Totalment d'acord,Totalment d'acord,Totalment d'acord
